"Entrez id",SysID,"Chromosome location","Gene type","Gene symbol","Gene group","Gene description","Super go",Hpsd,"Flybase id","Gene name","Orthology determination","Wing phenotype overview","Neuronal phenotype overview","Inheritance pattern","Inheritance type","Main class ","Accompanying phenotype","Limited confidence criterion","Sysid yes no","Disease subtype","Disease type","Omim disease","Haploinsufficiency yes no","Clinical synopsis"
6558,,5q23.3,protein-coding,SLC12A2,"ID candidate genes","solute carrier family 12 (sodium/potassium/chloride transporter), member 2",,1,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
6558,,5q23.3,protein-coding,SLC12A2,"ID candidate genes","solute carrier family 12 (sodium/potassium/chloride transporter), member 2",,1,,,,,,"Mendelian autosomal",recessive,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"1 patient/family: global developmental delay, failure to thrive, microcephaly, recurrent aspiration pneumonia, osteopenia"
7536,,11q13,protein-coding,SF1,"ID candidate genes","splicing factor 1",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,1,"DDD study: 5 de novo variants, no clinical information"
10501,,19p13.3,protein-coding,SEMA6B,"ID candidate genes","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
23369,,2p24.1,protein-coding,PUM2,"ID candidate genes","pumilio RNA-binding family member 2",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
9659,,1q12,protein-coding,PDE4DIP,"ID candidate genes","phosphodiesterase 4D interacting protein",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
84033,,1q42.13,protein-coding,OBSCN,"ID candidate genes","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 6 de novo variants, no clinical information"
8735,,17p13,protein-coding,MYH13,"ID candidate genes","myosin, heavy chain 13, skeletal muscle",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
4584,,7q22,protein-coding,MUC3A,"ID candidate genes","mucin 3A, cell surface associated",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
389690,,8q24.3,protein-coding,MROH5,"ID candidate genes","maestro heat-like repeat family member 5",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 5 de novo variants, no clinical information"
9448,,2q11.2-q12,protein-coding,MAP4K4,"ID candidate genes","mitogen-activated protein kinase kinase kinase kinase 4",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 5 de novo variants, no clinical information"
4133,,2q34-q35,protein-coding,MAP2,"ID candidate genes","microtubule-associated protein 2",,1,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
53353,,2q21.2,protein-coding,LRP1B,"ID candidate genes","low density lipoprotein receptor-related protein 1B",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 6 de novo variants, no clinical information"
3911,,20q13.2-q13.3,protein-coding,LAMA5,"ID candidate genes","laminin, alpha 5",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 6 de novo variants, no clinical information; 1 family: skin anomalies, impaired scarring, night blindness, muscle weakness, ostearthritis, joint and internal organs ligaments laxity, malabsorption syndrome, hypothyroidism"
3911,,20q13.2-q13.3,protein-coding,LAMA5,"ID candidate genes","laminin, alpha 5",,0,,,,,,"Mendelian autosomal",recessive,,,0,0,"neuromuscular disorder","neuromuscular disorder",,0,"1 patient: muscle weakness, myopia, facial tics, MRI: volume loss, periventricular T2 prolongation"
26153,,14q32.33,protein-coding,KIF26A,"ID candidate genes","kinesin family member 26A",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
256158,,9q34.11,protein-coding,HMCN2,"ID candidate genes","hemicentin 2",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
154664,,7p12.3,protein-coding,ABCA13,"ID candidate genes","ATP-binding cassette, sub-family A (ABC1), member 13",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
689,,5q13.2,protein-coding,BTF3,"ID candidate genes","basic transcription factor 3",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
81669,,1p36.33,protein-coding,CCNL2,"ID candidate genes","cyclin L2",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"17-BETA-HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY","17-BETA-HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY",300438,0,"DDD study: 4 de novo variants, no clinical information"
22994,,17q25.3,protein-coding,CEP131,"ID candidate genes","centrosomal protein 131kDa",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 5 de novo variants, no clinical information"
64793,,1p36.11,protein-coding,CEP85,"ID candidate genes","centrosomal protein 85kDa",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 5 de novo variants, no clinical information"
26038,,1p36.31,protein-coding,CHD5,"ID candidate genes","chromodomain helicase DNA binding protein 5",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,1,"DDD study: 4 de novo variants, no clinical information"
10395,,8p22,protein-coding,DLC1,"ID candidate genes","DLC1 Rho GTPase activating protein",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
55567,,16p12.3,protein-coding,DNAH3,"ID candidate genes","dynein, axonemal, heavy chain 3",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 6 de novo variants, no clinical information"
55567,,16p12.3,protein-coding,DNAH3,"ID candidate genes","dynein, axonemal, heavy chain 3",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"missense variant in 1 patient: moderate ID, epilepsy"
23033,,6q15,protein-coding,DOPEY1,"ID candidate genes","dopey family member 1",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"DDD study: 4 de novo variants, no clinical information"
318,,9p13,protein-coding,NUDT2,"ID candidate genes","nudix (nucleoside diphosphate linked moiety X)-type motif 2",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"founder variant in 7 affected from 4 families: low birth measurements, hypotonia, developmental delay, borderline intelligence, MRI anomalies, microcephaly and facial dysmorphism in some; but high frequency of the variant in healthy population"
23534,,7q32.1,protein-coding,TNPO3,"ID candidate genes","transportin 3",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F; LGMD1F","MUSCULAR DYSTROPHY, LIMB-GIRDLE",608423,0,"muscular dystrophy without cognitive impairment, plus 4 de novo variants in DDD without clinical information"
23118,,6q25.1,protein-coding,TAB2,"ID candidate genes","TGF-beta activated kinase 1/MAP3K7 binding protein 2",,0,,,,,,"Mendelian autosomal",dominant,,,0,0,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2","CONGENITAL HEART DEFECTS",614980,0,"multiple heart defects without ID;  but 4 de novo variants in DDD study without clinical information"
4091,,15q22.31,protein-coding,SMAD6,"ID candidate genes","SMAD family member 6",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"ID, candidate gene from meta-analysis"
4091,,15q22.31,protein-coding,SMAD6,"ID candidate genes","SMAD family member 6",,0,,,,,,"Mendelian autosomal",dominant,,,0,0,"AORTIC VALVE DISEASE 2; AOVD2","AORTIC VALVE DISEASE",614823,0,
4091,,15q22.31,protein-coding,SMAD6,"ID candidate genes","SMAD family member 6",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"biallelic variants in 2 individuals and complex cardiac phenotype, one of them additional mild ID and radio-ulnar synostosis"
5587,,14q11,protein-coding,PRKD1,"ID candidate genes","protein kinase D1",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"de novo missense variants in 3 patients with cardiac defects, severe developmental delay, ectodermal and limb anomalies"
26005,SysID_1017,11q13.4,protein-coding,C2CD3,"ID candidate genes","C2 calcium-dependent domain containing 3",,0,,,,,,"Mendelian autosomal",recessive,,,0,0,"OROFACIODIGITAL SYNDROME XIV; OFD14","OROFACIODIGITAL SYNDROME",615948,0,"3 families: skeletal dysplasia, polydactyly microcephaly, brain malformation, lethal, 1 survived with ID"
6249,SysID_1018,12q24.3,protein-coding,CLIP1,"ID candidate genes","CAP-GLY domain containing linker protein 1",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"1 family with 5 affected: moderate ID, seizures, strabismus, spermatogenic hypoplasia in 1 male"
51102,SysID_1019,1p35.3,protein-coding,MECR,"ID candidate genes","mitochondrial trans-2-enoyl-CoA reductase",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,dystonia,DYSTONIA,,0,"7 affected from 5 families: childhood onset dystonia, optic atrophy, MRI: basal ganglia signal anomalies; intellect preserved in most, 2 with learning or concentration difficulties"
291,SysID_1020,4q35,protein-coding,SLC25A4,"ID candidate genes","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",,1,,,,,,"Mendelian autosomal",dominant,,,0,1,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT; MTDPS12A","MITOCHONDRIAL DNA DEPLETION SYNDROME ",617184,0,"mitochondriopathy, severe, cardiomyopathy, respiratory failure, early dead, encephalopathy and seizures in 1"
291,SysID_1020,4q35,protein-coding,SLC25A4,"ID candidate genes","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",,1,,,,,,"Mendelian autosomal",dominant,,,0,0,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 2; PEOA2","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS",609283,0,ophtalmoplegia
291,SysID_1020,4q35,protein-coding,SLC25A4,"ID candidate genes","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",,1,,,,,,"Mendelian autosomal",recessive,,,0,0,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE; MTDPS12B","MITOCHONDRIAL DNA DEPLETION SYNDROME ",615418,0,"cardiomyopathy, normal cognition"
57616,SysID_1021,19q12,protein-coding,TSHZ3,"ID candidate genes","teashirt zinc finger homeobox 3",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"overlap region of several deletions, autism spectrum disorder"
727676,SysID_1022,17p13.1,snoRNA,SNORD118,"ID candidate genes","small nucleolar RNA, C/D box 118",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC","LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC",614561,0,"degenerative, leukencephalopathy, brain calcifications, cyst, spasticity, dystonia, seizures, cognitive decline, onset child- to adulthood"
157657,SysID_1023,8q22.1,protein-coding,C8orf37,"ID candidate genes","chromosome 8 open reading frame 37",,0,,,,,,"Mendelian autosomal",recessive,,,0,0,"Bardet-Biedl syndrome","BARDET-BIEDL SYNDROME",,0,"same mutation in 2 affected with Bardet-Biedl syndrome: 1 poor vision, speech delay but normal school, post-axial polydactyly, dental anomalies, obesity; 1 obesity, rod-cone dystrophy, mild leanring difficulty, high myopia, polydactyly, horsehoe kidney, elevated liver enzymes"
157657,SysID_1023,8q22.1,protein-coding,C8orf37,"ID candidate genes","chromosome 8 open reading frame 37",,0,,,,,,"Mendelian X-linked",recessive,,,0,0,"CONE-ROD DYSTROPHY 16; CORD16","CONE-ROD DYSTROPHY",614500,0,
9949,SysID_1024,Xq22.3,protein-coding,AMMECR1,"ID candidate genes","Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",,0,,,,,,"Mendelian X-linked","not sure",,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"2 half-brothers, mild ID, midface hypoplasia, elliptocytes; larger deletions contiguous gene syndrome"
91452,SysID_1025,10p12.1,protein-coding,ACBD5,"ID candidate genes","acyl-CoA binding domain containing 5",,1,,,,,,"Mendelian autosomal",recessive,,,0,1,Leukodystrophy,LEUKODYSTROPHY,,0,"1 affected: progressive leukodystrophy, cleft palate, ataxia, retinal dystrophy"
65260,SysID_1027,1p32.3,protein-coding,COA7,"ID candidate genes","cytochrome c oxidase assembly factor 7 (putative)",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,Leukodystrophy,LEUKODYSTROPHY,,0,"1 patient with early onset, progressive ataxia, neuroapthy, mild ID, leukodystrophy"
3739,SysID_1035,11p14,protein-coding,KCNA4,"ID candidate genes","potassium channel, voltage gated shaker related subfamily A, member 4",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"1 family with 4 affected: congenital cataract, abnormal striatum, ID, ADHD"
57555,SysID_1036,17p13.1,protein-coding,NLGN2,"ID candidate genes","neuroligin 2",,1,,,,,,"Mendelian autosomal",dominant,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"1 patient: severe anxiety, obsessive-compulsive behaviors, developmental delay, autism, obesity, macrocephaly, dysmorphic features"
140803,SysID_1037,9q21.13,protein-coding,TRPM6,"ID candidate genes","transient receptor potential cation channel, subfamily M, member 6",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"Hypomagnesemia 1, intestinal",Hypomagnesemia,602014,0,"hypocalcemia due to parathyroid failure, onset first months: convulsions, spasms, neurologic damage; treatable with magnesium"
8309,SysID_1038,3p14.3,protein-coding,ACOX2,"ID candidate genes","acyl-CoA oxidase 2, branched chain",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,ACOX2-deficiency,ACOX2-deficiency,,0,"1 patient with elevated transaminases, liver fibrosis, mild ataxia, cognitive impairment"
51776,SysID_1039,2q24.2,protein-coding,MAP3K20,"ID candidate genes",-,,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"muscle disorder","muscle disorder",,0,"3 families: progressive muscle weakness, decrease in vital capacity, scoliosis, contractures in 1 family, developmental delay, but not sure if only motor or also cognitive impairment"
51776,SysID_1039,2q24.2,protein-coding,MAP3K20,"ID candidate genes",-,,0,,,,,,"Mendelian autosomal",recessive,,,0,0,"Split-foot malformation with mesoaxial polydactyly","Split-foot malformation with mesoaxial polydactyly",616890,0,"limb malformation, development normal"
267010,SysID_1040,22q13.2,snRNA,RNU12,"ID candidate genes","RNA, U12 small nuclear",,0,,,,,,"Mendelian autosomal",recessive,,,0,0,"cerebellar ataxia","cerebellar ataxia",,0,"1 family: cerebellar ataxia with onset before 2 years"
7038,SysID_1042,8q24,protein-coding,TG,"ID candidate genes",thyroglobulin,,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"THYROID DYSHORMONOGENESIS 3; TDH3","THYROID DYSHORMONOGENESIS",274700,0,"ID? Treatable?"
26058,SysID_1044,2q37.1,protein-coding,GIGYF2,"ID candidate genes","GRB10 interacting GYF protein 2",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD/AUTISM,ASD/AUTISM,,0,"several individuals with ASD; 1 reported with mild ID"
2771,SysID_1050,3p21.31,protein-coding,GNAI2,"ID candidate genes","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",,1,,,,,,"Mendelian autosomal",dominant,,,1,1,"Developmental Disorder","Developmental Disorder",,0,"1 de novo missense in a patient with ID and nodular heterotopia; plus mouse; plus 1 de novo missense variant with a syndromic developmental disorder"
2771,SysID_1050,3p21.31,protein-coding,GNAI2,"ID candidate genes","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",,1,,,,,,"Mendelian autosomal",dominant,,,0,0,"VENTRICULAR TACHYCARDIA, FAMILIAL","VENTRICULAR TACHYCARDIA, FAMILIAL",192605,0,
10730,SysID_1051,10p14,protein-coding,YME1L1,"ID candidate genes","YME1-like 1 ATPase",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"mitochondrial disorder","mitochondrial disorder",,0,"missense mutation in 4 affected from 1 family: ID, optic nerve atrophy, hearing impariment, microcephaly or macrocephaly, ataxia, movement disorders; MRI: leukencephalpathy, brain atrophy, elevated lactate"
84910,SysID_1052,2q13,protein-coding,TMEM87B,"ID candidate genes","transmembrane protein 87B",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"1 patient with deletion and mutation: heart defect, cardiomyopathy, ID"
3608,SysID_1054,1q21.3,protein-coding,ILF2,"ID candidate genes","interleukin enhancer binding factor 2",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"2 individuals with ASD"
59269,SysID_1055,1p34,protein-coding,HIVEP3,"ID candidate genes","human immunodeficiency virus type I enhancer binding protein 3",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"3 individuals with ASD"
59269,SysID_1055,1p34,protein-coding,HIVEP3,"ID candidate genes","human immunodeficiency virus type I enhancer binding protein 3",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating variant in 3 affected from 1 family: moderate ID"
117583,SysID_1056,2q33.3,protein-coding,PARD3B,"ID candidate genes","par-3 family cell polarity regulator beta",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"2 individuals with ASD"
5754,SysID_1057,6p21.1-p12.2,protein-coding,PTK7,"ID candidate genes","protein tyrosine kinase 7 (inactive)",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"2 individuals with ASD"
23211,SysID_1058,19q13.32,protein-coding,ZC3H4,"ID candidate genes","zinc finger CCCH-type containing 4",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"2 individuals with ASD"
5364,SysID_1060,3p21.31,protein-coding,PLXNB1,"ID candidate genes","plexin B1",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"2 individuals with ASD"
9229,SysID_1061,18p11.31,protein-coding,DLGAP1,"ID candidate genes","discs, large (Drosophila) homolog-associated protein 1",,1,,,,,,"Mendelian autosomal",dominant,,,0,1,ASD,ASD,,0,"2 individuals with ASD"
57805,SysID_1062,"8p21.3 ",protein-coding,CCAR2,"ID candidate genes","cell cycle and apoptosis regulator 2",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating mutation in 2 affected, moderate ID, SGA, short stature, additional missense  variant in OGDHL"
1936,SysID_1063,8q24.3,protein-coding,EEF1D,"ID candidate genes","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)",,1,,,,,,"Mendelian autosomal",recessive,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"truncating mutation in 3 affected from 1 family, severe ID, microcephaly, short stature; plus intronic variant in 3 affected from 1 family with severe ID, microcephaly, hypotonia, epilepsy, thin corpus callosum"
55796,SysID_1064,Xq26.2,protein-coding,MBNL3,"ID candidate genes","muscleblind-like splicing regulator 3",,0,,,,,,"Mendelian X-linked","not sure",,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating mutation one affected, moderate ID, autism"
51321,SysID_1065,17q24.2,protein-coding,AMZ2,"ID candidate genes","archaelysin family metallopeptidase 2",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating mutation in 2 affected from 1 family, mild ID, hypotonia, microcephaly, megalocornea, cerebral atrophy, additional missense variant in SMURF2"
2590,SysID_1066,1q41-q42,protein-coding,GALNT2,"ID candidate genes","polypeptide N-acetylgalactosaminyltransferase 2",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"2-3 affected from one family, severe ID, seizures, autism, short stature"
10131,SysID_1067,16p13.3,protein-coding,TRAP1,"ID candidate genes","TNF receptor-associated protein 1",,1,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"splice site variant in 1 affected, moderate ID, behavioural anomalies"
58493,SysID_1068,9q32,protein-coding,INIP,"ID candidate genes","INTS3 and NABP interacting protein",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating variant in 1 affected, mild ID, febrile seizures, microcephaly, ataxia, recurrent infections"
2917,SysID_1069,3p26.1-p25.1,protein-coding,GRM7,"ID candidate genes","glutamate receptor, metabotropic 7",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating variant in 2 affected from 1 family, profound ID, seizures, etc."
2917,SysID_1069,3p26.1-p25.1,protein-coding,GRM7,"ID candidate genes","glutamate receptor, metabotropic 7",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"de novo stop variant in 1 patient with mild ID and autistic features"
6804,SysID_1070,7q11.23,protein-coding,STX1A,"ID candidate genes","syntaxin 1A (brain)",,1,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"splice site variant in 2 affected from 1 family, severe ID, hypotonia"
79789,SysID_1071,14q32.13,protein-coding,CLMN,"ID candidate genes","calmin (calponin-like, transmembrane)",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating variant in 2 affected from 1 family, moderate ID, hypotonia, gait disturbances, EEG anomalies, cerebral atrophy"
11196,SysID_1072,10q25-q26,protein-coding,SEC23IP,"ID candidate genes","SEC23 interacting protein",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"1 affected, severe ID, feeding difficulties, microcephaly, cleft pallate, deafness, HCC, cerebellar atrophy"
23446,SysID_1073,9q31.2,protein-coding,SLC44A1,"ID candidate genes","solute carrier family 44 (choline transporter), member 1",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"1 affected, mild ID, macrocephaly, hpyotonia, acanthosis nigricans, frontotemporal cerebral atrophy"
57613,SysID_1074,12p13.1,protein-coding,FAM234B,"ID candidate genes","family with sequence similarity 234, member B",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating variant in 1 affected, mild ID, seizures, obesity, delayed puberty"
127255,SysID_1075,1p31.1,protein-coding,LRRIQ3,"ID candidate genes","leucine-rich repeats and IQ motif containing 3",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating variant in 2 affected from 1 family, mild ID; additional missense variant in TMEM132D"
79664,SysID_1076,15q22.2,protein-coding,ICE2,"ID candidate genes","interactor of little elongation complex ELL subunit 2",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"truncating variant in 1 affected, mild ID, deafness, febrile seizures, EEG abnormalities, atrial septal defect"
1974,SysID_1078,3q28,protein-coding,EIF4A2,"ID candidate genes","eukaryotic translation initiation factor 4A2",,1,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"1 aa deletion in 1 affected, mild ID, hypotonia, tremor"
9330,SysID_1079,2q33.1,protein-coding,GTF3C3,"ID candidate genes","general transcription factor IIIC, polypeptide 3, 102kDa",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 2 affected from 1 family, mild ID, seizures, polydactyly, ataxia, radioulnar synostosis, ventricular septal defect, EEG abnormalities; hom splice variant in 1 patient: microcephaly, dysmorphism, failure to thrive; comp het missense variant in 1 patient with epileptic encephalopathy"
10363,SysID_1080,15q24,protein-coding,HMG20A,"ID candidate genes","high mobility group 20A",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 5 affected from 1 family, moderate ID, seizures"
23082,SysID_1081,10q24.32,protein-coding,PPRC1,"ID candidate genes","peroxisome proliferator-activated receptor gamma, coactivator-related 1",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 2 affected from 1 family, severe ID, seizures, cerebral atrophy, leukodystrophy, macular degeneration, abnormality of the retina"
6257,SysID_1082,6p21.3,protein-coding,RXRB,"ID candidate genes","retinoid X receptor, beta",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 2 affected from 1 family, very severe ID, short stature, microcephaly"
130535,SysID_1083,2q33.1,protein-coding,KCTD18,"ID candidate genes","potassium channel tetramerization domain containing 18",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 2 affected from 1 family, moderate ID, short stature, microcephaly, dislocated hip"
64750,SysID_1084,17q22-q23,protein-coding,SMURF2,"ID candidate genes","SMAD specific E3 ubiquitin protein ligase 2",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 2 affected from 1 family, mild ID, hypotonia, microcephaly, megalocornea, cerebral atrophy, additional truncating variant in AMZ2"
51094,SysID_1085,1q32.1,protein-coding,ADIPOR1,"ID candidate genes","adiponectin receptor 1",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 3 affected from 1 family, very severe ID, EEG abnormalities, microcephaly; plus 1 patient with ID"
622,SysID_1086,3q29,protein-coding,BDH1,"ID candidate genes","3-hydroxybutyrate dehydrogenase, type 1",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 2 affected from 1 family, very severe ID, short stature, microcephaly"
2026,SysID_1087,12p13,protein-coding,ENO2,"ID candidate genes","enolase 2 (gamma, neuronal)",,1,,,,,,"Mendelian autosomal",recessive,,,0,1,"intellectual disability","MENTAL RETARDATION",0,0,"missense variant in 2 affected from 1 family, mild ID, SGA, short stature, microcephaly, additional missense variant in NCAPD2"
